|Net ID|Course|Film title|Transcoded File Name|Call Num|Order to Process|na|Status of Request|Date needed|Main Feature Language|Subtitles|Library|Prior use|(N/A)|Notes|Request or Decline|Which Course Management System are you using?|Please specify the subtitle language||
8/20/2012 10:41:53|wmikelsc|ILS 30711 01 |Unnatural Causes|D04943_Unnatural_Causes_Episode1_In_Sickness_and_In_Wealth.mov D04943_Unnatural_Causes_Episode2_When_the_Bough_Breaks.mov D04943_Unnatural_Causes_Episode3_Becoming_American.mov D04943_Unnatural_Causes_Episode4_Bad_Sugar.mov D04943_Unnatural_Causes_Episode5_Place_Matters.mov D04943_Unnatural_Causes_Episode6_Collateral_Damage.mov D04943_Unnatural_Causes_Episode7_Not_Just_a_Paycheck.mov D04943_Unnatural_Causes_Introduction.mov||2|2|Completed|9/12/2012|English|No|Yes|No||D 04943|Yes - I'll enter titles now|Concourse in Sakai|none||
8/20/2012 10:45:03|tanders6|LLRO 13186|The Borinqueneers|D06683_The_Borinqueneers.mov||7|7||11/20/2012|Spanish|Yes|Yes|No||Notre Dame, Hesburgh Library Audio Center DVD (D 06683 |Yes - I'll enter titles now|Both Concourse and Concourse in Sakai|English||
8/20/2012 11:16:49|pbutler1|AMST 30134|Mean Girls|D04853_Mean_Girls.mov||3|3||9/17/2012|English|Yes|Yes|No||D 04853|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 11:18:02|pbutler1|AMST 30134|Juno|D05926_Juno.mov||4|4||10/10/2012|English|Yes|Yes|No||D 05926|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 11:18:47|pbutler1|AMST 30134|Waitress|D06514_Waitress.mov||4|4||10/10/2012|English|Yes|Yes|No||D 06514|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 11:20:48|pbutler1|AMST 30134|Sex and the City 2|||3|3||9/24/2012|English|Yes|No|No||ASIN: B002ZG98Z0|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 11:23:11|pbutler1|AMST 30187|Women in Cages|||6|6||11/1/2012|English|Yes|No|No||1971. Dir. by Gerardo de León. Produced by Roger Corman.|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 11:24:21|pbutler1|AMST 30187|Harold and Kumar Escape from Guantanamo Bay|||6|6||11/1/2012|English|Yes|No|No||ASIN: B0017ANAX6|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 13:25:23|tboes|GE 13186 - 01|Heimat|D03264_HEIMAT_DISC1_EP00_Intro.mov D03264_HEIMAT_DISC1_EP01.mov D03264_HEIMAT_DISC2_EP02.mov D03264_HEIMAT_DISC2_EP03.mov D03264_HEIMAT_DISC3_EP04.mov D03264_HEIMAT_DISC3_EP05.mov D03264_HEIMAT_DISC3_EP06.mov D03264_HEIMAT_DISC4_EP07.mov D03264_HEIMAT_DISC4_EP08.mov D03264_HEIMAT_DISC5_EP09.mov D03264_HEIMAT_DISC6_EP10.mov D03264_HEIMAT_DISC6_EP11.mov||5|5||10/25/2012|German|Yes|Yes|No||ND Catalog Number: DVD D03264 Please note: this is a mini-series, not a film.  I would ideally like to see the entire series digitized, but at a minimum will need the first 8 episodes (corresponds to DVD 1-4 of 6). Language of series is German, and English subtitles will need to be enabled during capture.|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 14:52:51|gramsey1|CSEM 23101 - 08|Brokeback Mountain|BrokebackMountain.mov||5|5||10/1/2012|English|No|Yes|No||Hesburgh Library Audio Center DVD (D 04522 )|Yes - I'll enter titles now|Concourse in Sakai|English||
8/20/2012 20:05:37|molivera|ROSP 30310.03|The House of Bernarda Alba Audio Center DVD|D01497_La_Casade_Bernarda_Alba.mov||1|1|Completed|8/24/2012||||Yes||D 01497 or (V 02030 )|Yes - I'll enter titles now|Concourse|||
8/20/2012 20:19:25|molivera|ROSP 63976.01|Tango! Audio Center DVD|D09379_Tango.mov||1|1|Completed|8/24/2012|Spanish|Yes|Yes|No||Tango!  D 09379 AV In-House Use Only |Yes - I'll enter titles now|Concourse|English||
8/21/2012 0:14:01|dsportie|PHIL 10101 - 05|Three Hundred -300|300.mov||1|1|Completed|8/29/2012|English|No|Yes|No||Zach Snyder, 2006.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 0:15:31|dsportie|PHIL 10101 - 05|The Matrix|D07999_The_Matrix.mov||||Completed|10/24/2012|English|No|Yes|No||Andy and Larry Wachowski, 1999.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 0:16:37|dsportie|PHIL 10101 - 05|Fight Club|D03073_Fight_Club.mov||||Completed|11/7/2012|English|No|Yes|No||David Fincher, 1999.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 0:17:44|dsportie|PHIL 10101 - 05|The Mission|D04078_The_Mission.mov||||Completed|11/14/2012|English|No|Yes|No||Roland Joffé, 1986.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 0:18:25|dsportie|PHIL 10101 - 05|The Tree of Life|D08841_The_Tree_Of_Life.mov||||Completed|11/28/2012|English|No|Yes|No||Terrence Malick, 2011.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 0:38:49|jdouthwa|ROFR 30710|The Eternal Return (L'Eternel retour)|D02331_L_ETERNEL_RETOUR.mov||||Completed|11/1/2012|French|Yes|Yes|No||D 02331 AV In-House Use Only |Yes - I'll enter titles now|Concourse in Sakai|English||
8/21/2012 0:41:46|jdouthwa|ROFR 63433|Jacques the fatalist and his master / Jacques le fataliste et son maitre|D09374_JacquesLeFataliste(FrenchWithNoSubtitles)Part1of2.mov D09374_JacquesLeFataliste(FrenchWithNoSubtitles)Part2of2.mov||||Completed|9/10/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/21/2012 0:43:33|jdouthwa|ROFR 63433| Blue Beard / Barbe bleue|D01286_Bluebeard.mov||||Completed|9/10/2012|French|Yes|Yes|No||D 01286 AV In-House Use Only |Yes - I'll enter titles now|Concourse in Sakai|English||
8/21/2012 0:46:25|jdouthwa|ROFR 63433|Red and the Black / Le Rouge et le noir|D0797_Red_And_The_Black_Part1of2_(FrenchWithEnglSubs).mov and D0797_Red_And_The_Black_Part2of2_(FrenchWithEnglSubs).mov||||Completed|10/1/2012|French|Yes|Yes|No||D 07917 AV In-House Use Only |Yes - I'll enter titles now|Concourse in Sakai|English||
8/21/2012 0:59:17|jdouthwa|ROFR 30710|Barbe bleue / Blue Beard|D01286_Bluebeard.mov||||Completed|9/1/2012|French|Yes|Yes|No||D 01286 AV In-House Use Only |Yes - I'll enter titles now|Concourse in Sakai|English||
8/21/2012 1:02:27|jdouthwa|ROFR 30710|Wonder Woman, part 2 ; Episode 6. Wonder Woman vs. Gargantua!|D06986_Wonder_Woman_S01E06_Gargantua.mov||||Completed|9/10/2012|English|No|Yes|No||D 06986 AV In-House Use Only Please note that I only want one episode:  part 2 | Episode 6. Wonder Woman vs. Gargantua! ||Yes - I'll enter titles now|Concourse in Sakai|none
8/21/2012 8:26:26|rmckenn3|HIST 13184-07|The Fog of War|D05141_The_Fog_of_War.mov|||||10/23/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/21/2012 8:27:02|rmckenn3|HIST 13184-07|The King and I|KingAndI.mov|||||10/23/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/21/2012 8:29:36|rmckenn3|HIST 13184-07|Casablanca|Casablanca.mov||3|3||9/27/2012|English|No|Yes|No|||Yes - I'll enter titles now|Concourse in Sakai|n/a||
8/21/2012 10:42:17|cperry|ROFR 40851 - 01|Bab'aziz the prince who contemplated his soul|D04222_Bab_Aziz.mov|||||11/11/2012|English|Yes|Yes|No||Hesburgh Library Audio Center DVD (D 04222)|Yes - I'll enter titles now|Concourse|English||
8/21/2012 14:48:52|WJACKSON|FTT 40413-01 (19106) |The Cabinet of Dr. Caligari 1920 (Dir. Robert Wiene, P.D. Walter Reinmann, Walter Röhrig Hermann Warm)08.28.12:|D08145_CABINET_OF_DR_CALIGARI.mov||1|1|Completed|8/28/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:50:14|WJACKSON|FTT 40413-01 (19106) |Black Narcissus 1947 (Michael Powell and Emeric Pressburger, P.D. Alfred Junge|D05803_BLACK_NARCISSUS.mov||1|1|Completed|8/28/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:51:53|WJACKSON|FTT 40413-01 (19106) |Gone with the Wind 1939 (Dir. Victor Fleming, P.D. William Menzies)|D03094_Gone_With_The_Wind_Part1of2.mov and D03094_Gone_With_The_Wind_Part2of2||2|2|NOT completed but class cancelled|9/4/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:53:46|WJACKSON|FTT 40413-01 (19106)|Vertigo 1958 (Dir. Alfred Hitchcock, P.D. Henry Bumstead, Hal Pereira)|||2|2|NOT completed but class cancelled|9/11/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:55:01|WJACKSON|FTT 40413-01 (19106)|Ben-Hur 1958 (Dir. William Wyler, P.D. Vittorio Valentini)|||2|2|NOT completed but class cancelled|9/11/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:56:12|WJACKSON|FTT 40413-01 (19106)|Dr No.1962 (Dir. Terence Young, P.D. Ken Adam)|||3|3|NOT completed but class cancelled|9/18/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:57:18|WJACKSON|FTT 40413-01 (19106)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964 (Dir. Stanley Kubrick, P.D. Ken Adam)|||3|3|NOT completed but class cancelled|9/18/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:58:44|WJACKSON|FTT 40413-01 (19106)|Chinatown 1974 (Dir. Roman Polanski, P.D. Richard Sylbert)|||4|4|NOT completed but class cancelled|10/9/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 14:59:39|WJACKSON|FTT 40413-01 (19106)|Godfather Part II 1944 (Dir. Francis Ford Coppola, P.D. Dean Tavoularis)|||4|4|NOT completed but class cancelled|10/9/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:01:05|WJACKSON|FTT 40413-01 (19106)|Blade Runner 1982 (Dir. Ridley Scott, P.D. Lawrence Paul)|||5|5|NOT completed but class cancelled|10/23/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGISH||
8/21/2012 15:02:11|WJACKSON|FTT 40413-01 (19106)|Brazil 1985 (Dir. Terry Gilliam, P.D. Norman Garwood)|||5|5|NOT completed but class cancelled|10/23/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:03:18|WJACKSON|FTT 40413-01 (19106)|The Abyss 1989 (Dir. James Cameron, P.D. Les Dilley)|||5|5|NOT completed but class cancelled|10/30/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:04:37|WJACKSON|FTT 40413-01 (19106)|Glory 1989 (Dir. Edward Zwick, P.D. Norman Garwood)|||5|5|NOT completed but class cancelled|10/30/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:05:54|WJACKSON|FTT 40413-01 (19106)|Titanic 1997 (Dir. James Cameron, P.D. Peter Lamont)|||6|6|NOT completed but class cancelled|11/6/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:07:33|WJACKSON|FTT 40413-01 (19106)|Crouching Tiger, Hidden Dragon 2000 (Dir. Ang Lee, P.D. Tim Yip|||6|6|NOT completed but class cancelled|11/13/2012|CHINESE|Yes|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:08:52|WJACKSON|FTT 40413-01 (19106)|Lord of the Rings: Return of the King 2003 (Dir. Peter Jackson P.D. Grant Major)|||6|6|NOT completed but class cancelled|11/13/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:10:14|WJACKSON|FTT 40413-01 (19106)|Hugo 2011(Dir. Martin Scorsese, P.D. Dante Feretti)|||7|7|NOT completed but class cancelled|11/20/2012|English|No|I don't know|No||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLSH||
8/21/2012 15:11:35|WJACKSON|FTT 40413-01 (19106)|Avatar 2009(Dir. James Cameron, P.D. Rick Carter)|||7|7|NOT completed but class cancelled|11/20/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:12:54|WJACKSON|FTT 40413-01 (19106)|Being John Malcovich 1999 (Dir. Spike Jones, P.D. K.K. Barrett)|||7|7|NOT completed but class cancelled|11/27/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 15:14:11|WJACKSON|FTT 40413-01 (19106)|Synecdoche, New York 2009 (Dir. Charlie Kaufman, P.D. Mark Friedberg)|||7|7|NOT completed but class cancelled|11/27/2012|English|No|I don't know|Not sure||CRITERION IF AVAILABLE|Yes - I'll enter titles now|Concourse in Sakai|ENGLISH||
8/21/2012 16:46:19|knishika|ENGL 40817|Training Day|D03185_Training_Day.mov||5|5|Completed|10/31/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/22/2012 13:22:10|alangenk|SOC 10002-01|The Namesake (English with some subtitles)|Namesake.mov|D00843|||Completed|9/6/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/20/2012 18:16:15|miwanick|PHILO 20801 01|Water D 04951|D04950_Earth.mov||1|1|Completed|8/23/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/20/2012 18:19:01|miwanick|PHILO 20801 01|Earth D 04950|D04951_Water_(HindiWithEngSubs).mov||1|1|Completed|8/23/2012|Hindu|Yes|Yes|Not sure||D 04950|Yes - I'll enter titles now|Concourse|English||
8/20/2012 18:20:00|miwanick|PHILO 20801 01|Born into Brothels D 04176|D04176_Born_Into_Brothels.mov||1|1|Completed|8/23/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/20/2012 18:21:22|miwanick|PHILO 20801 01|Spring, Summer, Fall, Winter and…Spring D 04245|D04245_Spring_Summer_Fall_Winter_And_Spring_(KorenWithEnglishSubs).mov||1|1|Completed|8/23/2012|Korean|Yes|Yes|No||D 04245|Yes - I'll enter titles now|Concourse|English||
8/20/2012 18:22:10|miwanick|PHILO 20801 01|Minority Report D 06779|D06779_Minority_Report.mov||1|1|Completed|8/23/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/20/2012 18:23:38|miwanick|PHILO 20801 01|Prestige D 05384|D05384_The_Prestige.mov||1|1|Completed|8/23/2012|English|No|Yes|Not sure||D 05384|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:24:43|miwanick|PHILO 20801 01|True Grit D 08761|D08761_True_Grit.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 08761|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:25:19|miwanick|PHILO 20801 01|Eternal Sunshine of the Spotless Mind D 03359|D03359_Eternal_Sunshine_Of_The_Spotless_Mind.mov||1|1|Completed|8/23/2012||||Yes|||Yes - I'll enter titles now|Concourse|||
8/20/2012 18:26:16|miwanick|PHILO 20801 01|Winter’s Bone D 03379|D03379_Winters_Bone.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 03379|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:27:19|miwanick|PHILO 20801 01|The Diving Bell and the Butterfly D 06368|D06368_The_Diving_Bell_And_The_Butterfly_(FrenchWithEngSubs).mov||1|1|Completed|8/23/2012|French|Yes|Yes|No||D 06368|Yes - I'll enter titles now|Concourse|English||
8/20/2012 18:28:23|miwanick|PHILO 20801 01|Edge of Heaven D 00130|D00130_The_Edge_Of_Heaven.mov||1|1|Completed|8/23/2012|Turkish|Yes|Yes|No||D 00130|Yes - I'll enter titles now|Concourse|English||
8/20/2012 18:29:18|miwanick|PHILO 20801 01|Rabbit Hole D 05079|D05079_Rabbit Hole.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 05079|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:30:15|miwanick|PHILO 20801 01|Bright Star D 01495|D01495_Bright_Star.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 01495|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:31:18|miwanick|PHILO 20801 01|The Crying Game D 04090|D04090_The_Crying_Game.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 04090|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:32:12|miwanick|PHILO 20801 01|Hunger D 04777|D04777_Hunger.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 04777|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:33:41|miwanick|PHILO 20801 01|Darjeeling Limited D 00445|D00445_The_Darjeeling_Limited.mov||1|1|Completed|8/23/2012|English|No|Yes|Not sure||D 00445|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:34:41|miwanick|PHILO 20801 01|Le Grand Voyage D 03038|D03038_Le_Grand_Voyage_(FrenchWithEngSubs).mov||1|1|Completed|8/23/2012|French|Yes|Yes|No||D 03038|Yes - I'll enter titles now|Concourse|English||
8/20/2012 18:35:43|miwanick|PHILO 20801 01|The Royal Tenenbaums: D 00443|D00443_The_Royal_Tenenbaums.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 00443|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:37:31|miwanick|PHILO 20801 01|Touching the void D 08423|D08423_Touching_The_Void.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 08423|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:38:32|miwanick|PHILO 20801 01|Into the Wild D 05597|D05597_Into_The_Wild.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 05597|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:39:26|miwanick|PHILO 20801 01|Rosencrantz and Guildenstern Are Dead D 00742|D00742_Rosencrantz_And_Guildenstern.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 00742|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:41:07|miwanick|PHILO 20801 01|Painted Veil D 09656|D09656_Painted_Veil.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 09656|Yes - I'll enter titles now|Concourse|None||
8/20/2012 18:43:33|miwanick|PHILO 20801 01|A Separation D 09657|D09657_A_Seperation_(PersianWithEngSubs).mov||1|1|Completed|8/23/2012|Persian|Yes|Yes|No||D 09657|Yes - I'll enter titles now|Concourse|English||
8/20/2012 18:45:20|miwanick|PHILO 20801 01|What Dreams May Come |D09667_What_Dreams_May_Come.mov||1|1|Completed|8/23/2012|English|No|Yes|No||D 09667|Yes - I'll enter titles now|Concourse|None||
8/22/2012 16:40:34|tmille17|ENGL 20163 / STV 20263|Blade Runner|BladeRunner-FinalCut.mov||2|2||9/5/2012|English|Yes|Yes|No||"Audio Center DVD D 06421 (if multiple cuts of the film are on the disc, I would like ""The Final Cut,"" which should be the main cut if this edition is the version of the film used)"|Yes - I'll enter titles now|Concourse|English||
8/22/2012 16:43:05|tmille17|ENGL 20163 / STV 20263|Pan's Labyrinth (El laberinto del fauno)|PansLabyrinth.mov||2|2||10/18/2012|Spanish|Yes|Yes|No||Audio Center DVD D 02344|Yes - I'll enter titles now|Concourse|English||
8/23/2012 12:24:56|tmacleo1|IRLL 20114|Man of Aran|D03090_Man_Of_Aran.mov||2|2||9/3/20121|English|Yes|Yes|No||D03090|Yes - I'll enter titles now|Concourse|english||
8/23/2012 12:27:01|tmacleo1|IRLL 20114|Budawanny|D05864_Budawanny.mov||2|2||9/10/2012|English|Yes|Yes|No||D 05864|Yes - I'll enter titles now|Concourse|english||
8/21/2012 16:34:13|knishika|CSEM 23101 - 02|The Jazz Singer|D02170_The_Jazz_Singer.mov||1|1|Completed|8/29/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 16:35:13|knishika|CSEM 23101 - 02|Zelig|D00156_Zelig.mov||2|2|Completed|9/5/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 16:36:17|knishika|CSEM 23101 - 02|Joan Rivers: A Piece of Work|D06803_Joan_Rivers_A_Piece_of_Work.mov||3|3|Completed|9/26/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 16:36:59|knishika|CSEM 23101 - 02|Wild Style|D00116_Wild_Style.mov||5|5|Completed|10/31/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 16:37:48|knishika|CSEM 23101 - 02|Beats, Rhymes, and Life: The Travels of A Tribe Called Quest|D10071_Beats_Rhymes_and_Life_The_Travels_of_a_Tribe_Called_Quest.mov||5|5|Completed|10/31/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/21/2012 16:45:21|knishika|ENGL 40817|Nothing but a Man|D06118_Nothing_But_A_Man.mov||3|3|Completed|9/12/2012|English|No|Yes|No||Title has already been digitized, per note sent by Patrick Rader.|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/23/2012 12:28:38|tmacleo1|IRLL 20114|Graceville: The Connemaras in Minnesota|D05863_Graceville_The_Connemaras_In_Minnesota.mov||2|2||9/10/2012|English|Yes|Yes|No||D 05863|Yes - I'll enter titles now|Concourse|english||
8/23/2012 12:30:08|tmacleo1|IRLL 20114|The Informer|D03113_THE_INFORMER.mov||2|2||9/10/2012|English|No|Yes|No||D 03113|Yes - I'll enter titles now|Concourse|n/a||
8/23/2012 12:32:43|tmacleo1|IRLL 20114|Ondine|D04119_Ondine.mov||2|2||9/10/2012|English|No|Yes|No||D 04119|Yes - I'll enter titles now|Concourse|n/a||
8/23/2012 12:43:51|tmacleo1|IRLL 20114|Druid Synge|||2|2||9/10/2102|English|No|Yes|No||D 06880|Yes - I'll enter titles now|Concourse|n/a||
8/23/2012 12:47:33|tmacleo1|IRLL 20114|The secret of the kells|D05129_The_Secret_Of_Kells.mov||2|2||9/10/2012|English|Yes|Yes|No||D 05128|Yes - I'll enter titles now|Concourse|english||
8/27/2012 13:29:03|ralford|law-70435-01|International Arbitration - 6 DVD set|||2|2||Sept 6 for first 2 DVDs|English|No|Yes|No||I am submitting this request on behalf of Prof. Roger Alford. If there are any questions, please contact me at 631-3939. The DVDs (which are in the law library collection) were delivered to Patrick Rader last week. Many thanks! Dan Manier|Yes - I'll enter titles now|Concourse in Sakai|none rquired||
8/28/2012 9:32:07|doconnor|PHIL 20214 - 01|Proof|D05129_Proof.mov|D 05129|||Completed|8/31/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 9:33:15|doconnor|PHIL 20214 - 01|Mind the Gap|MindTheGap.mov|||||9/7/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 9:34:58|doconnor|PHIL 20214 - 01|The Hairdresser's Husband|HairdressersHusband.mov|||||9/21/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 9:36:38|doconnor|PHIL 20214 - 01|Marilyn Hotchkiss' Ballroom Dance and Charm School|MarilynHotchkissBallroom.mov|||||11/2/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 9:37:26|doconnor|PHIL 20214 - 01|The secret Lives of Dentists|SecretLivesOfDentists.mov|||||11/9/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 9:38:17|doconnor|PHIL 20214 - 01|Tender Mercies|TenderMercies.mov|||||11/16/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 9:38:58|doconnor|PHIL 20214 - 01|Pride and Prejudice|PrideAndPrejudice.mov or PrideAndPrejudice_1940.mov|||||11/30/2012||||Yes|||Yes - I'll enter titles now|Concourse in Sakai|||
8/28/2012 14:15:41|dsportie|PHIL 10101 - 05|The Dark Knight|D05383_The_Dark_Knight.mov||||Completed|9/14/2012|English|No|Yes|No||Christopher Nolan, 2008. D 05383|Yes - I'll enter titles now|Concourse in Sakai|N/A||
8/28/2012 19:27:21|Dgraff|HIST 30856|Life and times of rosie the riveter|D03041_The_Life_And_Times_of_Rosie_The_Riveter.mov||||Completed|8/31/2012|English|No|Yes|No||Audio Center DVD (Available) - D 03041|Yes - I'll enter titles now|Concourse and Concourse in Sakai|None||
8/28/2012 19:29:49|Dgraff|HIST 30856|At the river I stand|D00073_At_The_River_I_Stand.mov||||Completed|9/30/2012|English|No|Yes|No|| Audio Center DVD (Available) - D 00073|Yes - I'll enter titles now|Concourse and Concourse in Sakai|None||
7/18/2012 9:31:35|probert3|FTT10101|Sunset Boulevard|D08151_Sunset_Boulevard.mov|D08151|1|1|Completed|8/27/2012|English|No|Yes|No||D08151|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:33:12|probert3|FTT10101|Sherlock Jr.|D04198_Sherlock_Jr.mov|D04198|2|2|Completed|9/3/2012|English|No|Yes|No||D04198|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:34:00|probert3|FTT10101|Be kind rewind|BeKindRewind.mov|D03360|2|2|Completed|9/10/2012|English|No|Yes|Not sure||D03360|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:34:47|probert3|FTT10101|Tootsie|D05783_Tootsie.mov|D05783|3|3|Completed|9/17/2012|English|No|Yes|No||D05783|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:35:30|probert3|FTT10101|Soap Episode 1, season 1|D07383_Soap_S01E01.mov|D07383|3|3|Completed|9/15/2012|English|No|Yes|No||D07383|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:37:44|probert3|FTT10101|singin' in the rain|D02714_Singin_In_The_Rain.mov|D02714|3|3|Completed|9/24/2012|English|No|Yes|No||D02714|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
7/18/2012 9:39:13|probert3|FTT10101|A STAR IS BORN (1954)|D02191_A_Star_Is_Born.mov|D02191|4|4|Completed|10/1/2012|English|No|Yes|No||D02191|Yes - I'll enter titles now|(Sakai - AT was added --- JJH)|||
