Title;Artist;Album;Track;Year;Length;Size;Last Modified;Path;Filename;
Brahms: String Quartet No.1 in C minor, Op.51 No.1: I. Allegro;Brahms;Brahms: String Quartets - Clarinet Quintet (Juilliard String Quartet) (Disc 1);1;1995;661;25.19 MB;7/16/2014;L:\Departmental\Digital Library Services\Private\StreamingAudio\Classes\Smith\Theory III\;C01528-11_1.mp3;
